Job Title,Years of Experience,Company Size,Industry,Location,Website Visits,Resources Downloaded,Attended Webinar,Email Open Rate,Email Click Rate,Responded to Survey,Days Since Last Interaction,Positive Lead
Manager,10,Small,Healthcare,Urban,6,0,0,0.05,0.06,0,21,0
Manager,23,Large,Finance,Suburban,44,0,0,0.15,0.1,0,29,0
Executive,0,Medium,Retail,Urban,13,0,0,0.03,0.05,0,8,0
Director,3,Small,Finance,Urban,50,0,0,0.11,0.03,0,4,0
Assistant,1,Small,Healthcare,Rural,30,0,0,0.06,0.03,0,29,0
Director,22,Medium,IT,Suburban,26,0,0,0.18,0.01,0,1,0
Consultant,21,Medium,Healthcare,Rural,4,0,0,0.16,0.03,0,30,0
Director,1,Large,Manufacturing,Urban,49,0,0,0.16,0.05,0,12,0
Manager,17,Small,Finance,Suburban,11,0,0,0.01,0.0,0,13,0
Director,18,Large,Manufacturing,Urban,32,0,0,0.17,0.07,0,20,0
Assistant,7,Large,Healthcare,Rural,36,0,0,0.08,0.02,0,20,0
Executive,3,Small,Manufacturing,Urban,46,0,0,0.0,0.04,0,5,0
Consultant,14,Small,Finance,Urban,25,0,0,0.17,0.05,0,2,0
Director,23,Medium,IT,Rural,36,0,0,0.14,0.01,0,2,0
Director,30,Medium,Retail,Suburban,48,0,0,0.09,0.07,0,7,0
Assistant,5,Small,Healthcare,Rural,47,1,0,0.17,0.09,0,3,1
Director,14,Medium,IT,Rural,48,0,0,0.0,0.06,0,1,0
Consultant,2,Large,Healthcare,Urban,31,0,0,0.18,0.02,0,18,0
Director,2,Medium,Finance,Rural,39,0,0,0.14,0.05,0,27,0
Manager,29,Large,Manufacturing,Rural,37,0,0,0.19,0.07,0,14,0
Manager,5,Small,Manufacturing,Suburban,39,1,0,0.15,0.03,0,8,1
Assistant,22,Small,IT,Rural,26,0,0,0.06,0.0,0,10,0
Executive,27,Medium,Finance,Urban,23,0,0,0.1,0.06,0,14,0
Assistant,6,Medium,Retail,Suburban,26,0,0,0.17,0.0,0,12,0
Executive,21,Large,Retail,Suburban,41,0,0,0.15,0.04,0,19,0
Director,18,Large,Manufacturing,Urban,1,1,1,0.1,0.02,0,19,1
Manager,16,Large,Manufacturing,Rural,50,0,0,0.19,0.09,0,27,0
Assistant,6,Large,Retail,Rural,13,0,0,0.0,0.03,0,21,0
Assistant,13,Large,Retail,Urban,19,0,0,0.19,0.08,0,6,0
Consultant,5,Small,Manufacturing,Rural,12,0,0,0.14,0.07,0,4,0
Assistant,28,Large,IT,Suburban,0,0,0,0.11,0.1,0,12,0
Director,20,Medium,Retail,Rural,43,0,0,0.12,0.02,0,5,0
Assistant,12,Small,Finance,Suburban,9,0,0,0.05,0.08,0,29,0
Consultant,24,Large,Healthcare,Rural,25,0,0,0.01,0.01,0,4,0
Manager,1,Medium,Finance,Urban,35,0,0,0.08,0.07,0,10,0
Executive,23,Large,Retail,Rural,29,0,0,0.1,0.08,0,12,0
Manager,6,Medium,Healthcare,Rural,45,0,0,0.19,0.05,0,1,0
Manager,15,Medium,Finance,Suburban,23,0,0,0.19,0.04,0,30,0
Assistant,3,Medium,Manufacturing,Suburban,27,0,0,0.06,0.07,0,0,0
Consultant,9,Medium,Manufacturing,Rural,37,0,0,0.19,0.1,0,7,0
Manager,11,Medium,Retail,Urban,49,0,0,0.13,0.04,0,14,0
Executive,21,Large,Manufacturing,Urban,8,0,0,0.01,0.02,0,8,0
Manager,20,Large,Finance,Rural,15,0,0,0.0,0.0,0,26,0
Director,4,Medium,Healthcare,Rural,37,0,0,0.03,0.08,0,28,0
Consultant,30,Medium,Finance,Rural,15,0,0,0.17,0.04,0,15,0
Assistant,19,Small,Healthcare,Urban,46,0,0,0.13,0.01,0,10,0
Executive,5,Large,Finance,Rural,15,0,0,0.15,0.04,0,8,0
Director,8,Medium,Retail,Rural,13,0,0,0.01,0.09,0,26,0
Executive,5,Small,Manufacturing,Urban,40,0,0,0.17,0.03,0,27,0
Executive,7,Small,IT,Suburban,31,0,0,0.17,0.0,0,21,0
Executive,12,Small,IT,Suburban,15,0,0,0.04,0.06,0,22,0
Manager,9,Medium,Finance,Suburban,16,0,0,0.19,0.01,0,24,0
Director,26,Medium,Finance,Suburban,26,0,0,0.15,0.06,0,0,0
Director,5,Medium,Finance,Urban,12,0,0,0.02,0.1,0,22,0
Manager,15,Large,Retail,Urban,47,0,0,0.01,0.1,0,7,0
Assistant,21,Medium,Healthcare,Rural,21,0,0,0.06,0.01,0,17,0
Assistant,13,Medium,Manufacturing,Urban,32,0,0,0.03,0.04,0,10,0
Executive,8,Medium,IT,Urban,28,0,0,0.0,0.04,0,17,0
Director,14,Small,IT,Rural,43,0,0,0.15,0.09,0,14,0
Assistant,22,Medium,IT,Rural,2,0,0,0.09,0.02,0,28,0
Assistant,16,Large,Manufacturing,Suburban,24,0,0,0.17,0.06,0,7,0
Assistant,12,Small,Manufacturing,Rural,47,0,0,0.2,0.05,0,18,0
Manager,3,Large,IT,Rural,6,0,0,0.04,0.02,0,23,0
Assistant,28,Small,Manufacturing,Urban,40,0,0,0.2,0.0,0,0,0
Assistant,12,Large,IT,Suburban,34,0,0,0.05,0.08,0,1,0
Assistant,28,Large,Finance,Rural,34,0,0,0.14,0.07,0,13,0
Executive,11,Medium,Finance,Rural,34,0,0,0.01,0.03,0,1,0
Manager,19,Large,Manufacturing,Urban,26,0,0,0.15,0.04,0,22,0
Assistant,13,Medium,Retail,Suburban,50,0,0,0.17,0.03,0,28,0
Executive,19,Small,Healthcare,Rural,4,0,0,0.05,0.03,0,17,0
Executive,22,Small,IT,Urban,18,1,0,0.18,0.02,0,14,0
Director,29,Large,Finance,Rural,21,0,1,0.2,0.04,0,8,1
Manager,26,Small,IT,Suburban,16,0,0,0.16,0.08,0,6,0
Assistant,24,Medium,Retail,Urban,26,1,0,0.13,0.1,0,10,0
Director,25,Medium,Finance,Rural,40,0,0,0.2,0.08,0,3,1
Executive,20,Large,Healthcare,Rural,22,0,1,0.05,0.0,0,23,1
Executive,6,Large,Healthcare,Rural,48,0,0,0.17,0.08,0,20,0
Director,16,Medium,Finance,Suburban,13,0,0,0.09,0.03,0,24,0
Assistant,1,Small,Healthcare,Urban,35,0,0,0.2,0.01,0,0,0
Executive,19,Medium,Finance,Suburban,37,0,0,0.14,0.07,0,13,0
Executive,8,Medium,IT,Urban,5,0,0,0.03,0.07,0,6,0
Manager,15,Small,Retail,Suburban,40,0,0,0.07,0.09,0,7,0
Executive,11,Medium,Manufacturing,Rural,25,0,0,0.18,0.05,0,15,0
Director,20,Medium,Retail,Urban,31,0,0,0.06,0.01,0,19,0
Director,20,Large,Manufacturing,Suburban,8,0,0,0.02,0.02,0,25,0
Executive,0,Large,Healthcare,Urban,37,0,0,0.05,0.1,0,16,0
Executive,5,Small,Finance,Rural,42,0,0,0.1,0.02,0,16,0
Executive,0,Small,Healthcare,Urban,27,0,0,0.19,0.03,0,19,0
Assistant,13,Small,Retail,Suburban,27,0,0,0.09,0.07,0,15,0
Director,10,Large,Retail,Suburban,27,1,0,0.11,0.04,0,5,0
Director,7,Medium,IT,Suburban,19,0,0,0.12,0.01,0,7,0
Assistant,20,Large,Finance,Rural,29,0,0,0.12,0.07,0,0,0
Consultant,22,Small,IT,Rural,5,1,0,0.2,0.0,0,16,0
Manager,10,Small,Finance,Rural,16,0,0,0.1,0.09,0,7,0
Consultant,18,Small,Healthcare,Suburban,23,0,0,0.04,0.0,0,27,0
Manager,19,Small,Finance,Suburban,25,0,0,0.03,0.0,0,17,0
Director,13,Small,Retail,Urban,16,0,0,0.18,0.09,0,26,0
Director,8,Small,Manufacturing,Rural,9,0,0,0.15,0.0,0,0,0
Manager,6,Large,Retail,Urban,12,0,0,0.06,0.07,0,18,0
Director,28,Small,Healthcare,Suburban,14,0,0,0.02,0.04,0,14,0
Director,9,Small,Manufacturing,Urban,10,0,0,0.2,0.1,0,25,0
Director,24,Medium,Manufacturing,Rural,8,0,0,0.17,0.07,0,29,0
Executive,27,Medium,IT,Rural,31,1,0,0.2,0.04,0,19,0
Executive,15,Small,Finance,Suburban,43,0,0,0.18,0.06,0,15,0
Director,27,Small,IT,Urban,50,0,1,0.0,0.04,0,28,1
Director,24,Small,Healthcare,Urban,39,0,0,0.15,0.04,0,24,0
Consultant,10,Large,Finance,Rural,47,1,0,0.0,0.03,0,8,1
Consultant,0,Medium,Manufacturing,Urban,48,0,0,0.11,0.03,0,3,1
Assistant,19,Large,IT,Suburban,38,0,0,0.2,0.0,0,6,0
Director,21,Small,IT,Rural,37,1,0,0.12,0.08,0,17,1
Consultant,7,Large,IT,Rural,15,0,0,0.06,0.1,0,25,0
Consultant,13,Medium,Healthcare,Rural,10,0,0,0.19,0.04,0,2,0
Assistant,13,Large,IT,Suburban,6,0,0,0.07,0.09,0,17,0
Consultant,14,Small,Finance,Suburban,0,0,0,0.19,0.07,0,29,0
Manager,4,Medium,Healthcare,Urban,17,0,0,0.13,0.06,0,3,0
Manager,6,Medium,IT,Suburban,45,0,0,0.02,0.09,0,0,0
Manager,4,Large,Healthcare,Urban,48,0,0,0.05,0.1,0,3,0
Consultant,1,Large,Finance,Urban,48,0,0,0.06,0.01,0,21,0
Executive,17,Large,Manufacturing,Urban,21,0,0,0.18,0.1,0,5,0
Executive,19,Medium,Manufacturing,Rural,6,0,0,0.03,0.07,0,22,0
Executive,9,Small,IT,Rural,12,0,0,0.1,0.1,0,10,0
Executive,20,Small,IT,Urban,38,0,0,0.16,0.08,0,26,0
Assistant,22,Medium,Healthcare,Urban,32,0,1,0.04,0.04,0,26,1
Executive,6,Medium,IT,Rural,21,0,1,0.19,0.09,0,13,1
Manager,2,Small,Retail,Urban,11,1,0,0.05,0.08,0,21,0
Executive,9,Large,IT,Suburban,3,0,0,0.08,0.06,0,7,0
Director,20,Large,Retail,Suburban,37,0,0,0.05,0.04,0,30,0
Manager,25,Large,Manufacturing,Suburban,26,0,0,0.09,0.06,0,5,0
Assistant,0,Small,IT,Suburban,14,0,0,0.04,0.08,0,0,0
Executive,27,Large,Manufacturing,Rural,38,0,0,0.14,0.09,0,20,0
Assistant,23,Large,Manufacturing,Rural,38,0,0,0.1,0.04,0,13,0
Manager,26,Large,IT,Rural,16,0,0,0.2,0.01,0,26,0
Manager,30,Small,IT,Urban,21,0,0,0.02,0.08,0,21,0
Assistant,22,Large,Manufacturing,Urban,27,0,0,0.19,0.07,0,11,0
Assistant,2,Large,Healthcare,Suburban,22,0,0,0.01,0.07,0,26,0
Director,15,Medium,Healthcare,Suburban,10,0,0,0.06,0.06,0,29,0
Director,27,Medium,Retail,Rural,23,0,0,0.16,0.05,0,22,0
Assistant,17,Small,Retail,Urban,7,0,0,0.08,0.03,0,7,0
Executive,7,Medium,Retail,Suburban,28,0,0,0.03,0.02,0,10,0
Director,29,Medium,IT,Rural,36,0,0,0.05,0.07,0,26,0
Director,19,Large,Retail,Urban,25,0,0,0.08,0.07,0,9,0
Executive,12,Large,Retail,Urban,10,0,0,0.06,0.1,0,29,0
Executive,29,Large,Retail,Urban,20,0,0,0.03,0.1,0,15,0
Consultant,15,Medium,Manufacturing,Rural,28,0,0,0.03,0.06,0,18,0
Assistant,17,Large,Retail,Urban,38,0,0,0.03,0.07,1,10,1
Manager,24,Medium,Manufacturing,Suburban,41,0,0,0.18,0.08,0,28,0
Manager,19,Small,Retail,Suburban,27,0,0,0.09,0.02,0,29,0
Assistant,20,Medium,Finance,Urban,9,0,0,0.17,0.06,0,3,0
Assistant,2,Large,Retail,Rural,14,0,0,0.2,0.03,0,7,0
Executive,24,Small,Finance,Rural,37,0,0,0.15,0.05,0,28,0
Director,16,Medium,Retail,Rural,25,0,0,0.2,0.0,0,4,0
Assistant,8,Small,Manufacturing,Rural,32,1,0,0.07,0.1,0,29,0
Assistant,5,Small,IT,Suburban,33,0,0,0.18,0.1,0,26,0
Executive,0,Medium,Healthcare,Urban,13,0,0,0.12,0.04,0,5,0
Executive,29,Medium,Finance,Suburban,22,0,0,0.13,0.04,0,21,0
Director,23,Large,Finance,Urban,3,0,0,0.09,0.03,0,28,0
Manager,2,Medium,Manufacturing,Urban,2,0,0,0.19,0.03,0,12,0
Consultant,25,Medium,Finance,Suburban,20,0,0,0.15,0.07,0,18,0
Assistant,15,Medium,Retail,Suburban,50,0,0,0.02,0.08,1,2,1
Consultant,26,Medium,Retail,Urban,27,0,0,0.01,0.0,0,30,0
Director,20,Large,Manufacturing,Suburban,0,0,0,0.09,0.08,0,9,0
Manager,30,Medium,Retail,Urban,46,0,0,0.0,0.05,0,11,0
Executive,18,Medium,Retail,Suburban,39,0,0,0.07,0.05,0,9,0
Manager,6,Small,Healthcare,Suburban,48,0,0,0.04,0.1,0,27,0
Director,3,Small,Retail,Urban,17,0,0,0.17,0.0,0,19,0
Manager,14,Large,Retail,Suburban,12,0,0,0.16,0.01,0,16,0
Executive,14,Small,Finance,Rural,20,0,0,0.16,0.04,0,18,0
Assistant,24,Medium,Manufacturing,Suburban,36,1,0,0.16,0.01,0,22,0
Consultant,9,Medium,Manufacturing,Urban,35,0,0,0.09,0.09,0,1,0
Consultant,25,Large,Finance,Rural,32,0,0,0.07,0.06,0,14,0
Consultant,10,Small,Healthcare,Suburban,12,1,0,0.1,0.09,0,3,0
Director,18,Large,Finance,Rural,28,1,0,0.11,0.03,0,16,0
Assistant,8,Medium,IT,Rural,15,0,0,0.09,0.02,0,19,0
Assistant,25,Small,Manufacturing,Rural,20,0,0,0.17,0.03,0,23,0
Manager,22,Large,Manufacturing,Urban,18,0,0,0.16,0.01,0,11,0
Director,21,Medium,Healthcare,Rural,4,1,0,0.14,0.04,0,17,0
Director,9,Medium,Retail,Urban,12,0,0,0.01,0.08,0,19,0
Director,1,Medium,IT,Urban,18,0,0,0.17,0.1,0,26,0
Manager,24,Medium,Healthcare,Suburban,50,0,0,0.09,0.05,0,20,0
Director,25,Large,Healthcare,Rural,28,0,0,0.01,0.0,0,8,0
Director,13,Medium,Retail,Rural,46,0,0,0.06,0.07,0,8,0
Manager,1,Medium,Finance,Rural,19,0,0,0.15,0.01,0,9,0
Consultant,24,Small,Retail,Rural,41,0,0,0.19,0.03,0,2,0
Assistant,14,Large,Retail,Suburban,23,0,0,0.11,0.1,0,6,0
Director,27,Small,Finance,Urban,47,0,0,0.14,0.1,0,3,1
Executive,6,Large,Healthcare,Urban,0,0,0,0.05,0.0,0,26,0
Consultant,7,Large,Retail,Urban,21,0,0,0.07,0.02,0,29,0
Director,13,Medium,Healthcare,Rural,39,0,0,0.13,0.01,0,29,0
Consultant,26,Small,Manufacturing,Urban,22,0,0,0.0,0.06,0,18,0
Manager,30,Large,Finance,Urban,4,0,0,0.13,0.01,0,29,0
Manager,8,Small,Finance,Suburban,40,0,0,0.01,0.07,0,5,0
Director,10,Small,Retail,Urban,16,0,0,0.08,0.01,0,23,0
Consultant,10,Medium,Retail,Suburban,15,0,0,0.16,0.03,0,2,0
Director,8,Medium,IT,Suburban,37,0,0,0.16,0.03,0,22,0
Assistant,28,Small,Manufacturing,Suburban,40,0,0,0.06,0.03,0,8,0
Consultant,15,Medium,Retail,Urban,42,0,0,0.13,0.02,0,9,0
Consultant,5,Large,Manufacturing,Suburban,14,0,0,0.13,0.07,0,27,0
Manager,19,Medium,Manufacturing,Rural,2,0,0,0.15,0.0,0,0,0
Manager,17,Small,Finance,Suburban,11,0,0,0.03,0.06,0,12,0
Executive,14,Large,Manufacturing,Rural,48,0,0,0.01,0.04,0,1,0
Director,20,Large,Manufacturing,Urban,35,0,0,0.1,0.01,0,6,0
Manager,18,Large,Healthcare,Suburban,12,0,1,0.09,0.07,0,27,0
Manager,24,Small,Manufacturing,Urban,10,0,0,0.11,0.09,0,9,0
Assistant,0,Small,Healthcare,Suburban,38,0,0,0.1,0.01,0,15,0
Director,17,Small,IT,Rural,25,0,0,0.1,0.06,0,30,0
Manager,12,Small,IT,Suburban,29,0,0,0.18,0.1,0,5,0
Assistant,27,Medium,Finance,Rural,19,0,0,0.14,0.01,1,18,1
Director,15,Large,Finance,Urban,48,0,0,0.11,0.01,0,15,0
Consultant,18,Small,Finance,Rural,10,0,0,0.11,0.09,0,16,0
Manager,26,Small,Finance,Urban,21,0,0,0.06,0.09,0,6,0
Assistant,24,Small,Healthcare,Urban,42,0,0,0.18,0.06,0,19,0
Manager,19,Small,IT,Rural,29,0,0,0.04,0.04,0,23,0
Consultant,1,Medium,Healthcare,Suburban,27,0,0,0.09,0.05,0,12,0
Manager,29,Large,IT,Urban,15,0,0,0.07,0.09,0,28,0
Consultant,19,Large,Manufacturing,Suburban,28,0,0,0.1,0.07,0,24,0
Consultant,27,Small,Healthcare,Urban,1,0,0,0.04,0.04,0,12,0
Consultant,29,Medium,Finance,Rural,36,0,0,0.16,0.05,0,5,0
Director,0,Small,IT,Urban,41,0,0,0.03,0.1,0,11,0
Consultant,14,Large,Manufacturing,Urban,18,0,0,0.14,0.0,0,8,0
Director,14,Medium,Finance,Rural,30,0,0,0.15,0.01,0,29,0
Manager,8,Large,Retail,Rural,49,0,0,0.1,0.08,0,7,0
Manager,8,Medium,IT,Urban,23,1,0,0.11,0.02,0,27,0
Consultant,13,Large,Retail,Urban,12,0,0,0.06,0.06,0,15,0
Assistant,26,Large,Retail,Suburban,40,0,0,0.02,0.09,0,14,0
Director,6,Large,Healthcare,Suburban,29,0,0,0.15,0.0,0,7,0
Assistant,30,Medium,IT,Rural,43,0,0,0.0,0.06,0,9,0
Director,17,Small,Finance,Rural,42,0,0,0.01,0.02,1,11,1
Assistant,1,Medium,IT,Rural,24,0,0,0.11,0.05,0,22,0
Consultant,18,Medium,Retail,Suburban,46,0,0,0.15,0.07,0,11,0
Director,16,Small,IT,Urban,39,0,0,0.15,0.06,0,30,0
Director,7,Large,Finance,Rural,12,0,0,0.06,0.06,0,4,0
Manager,28,Large,IT,Suburban,34,0,0,0.1,0.04,0,0,0
Director,20,Medium,IT,Urban,19,0,0,0.2,0.1,0,29,0
Manager,9,Medium,Retail,Suburban,45,1,0,0.15,0.1,0,4,1
Director,13,Small,Healthcare,Urban,40,0,0,0.11,0.04,0,14,0
Assistant,29,Large,Healthcare,Rural,27,1,1,0.09,0.04,0,28,1
Director,8,Small,Manufacturing,Urban,37,0,0,0.19,0.0,0,0,0
Executive,15,Medium,Healthcare,Suburban,38,0,0,0.04,0.1,0,10,0
Consultant,24,Medium,Manufacturing,Rural,46,0,0,0.01,0.01,0,1,0
Assistant,30,Small,Finance,Rural,20,0,0,0.17,0.09,0,27,0
Manager,19,Small,IT,Rural,27,0,0,0.0,0.1,0,20,0
Executive,4,Small,IT,Urban,28,0,0,0.19,0.0,0,15,0
Director,14,Large,Healthcare,Urban,2,0,0,0.05,0.03,0,2,0
Director,11,Medium,Retail,Suburban,31,0,0,0.04,0.09,0,12,0
Executive,20,Medium,Retail,Urban,40,0,0,0.08,0.05,0,14,0
Manager,18,Small,Retail,Rural,2,0,0,0.01,0.04,0,8,0
Executive,23,Medium,Healthcare,Suburban,28,0,0,0.03,0.04,0,16,0
Director,16,Medium,Healthcare,Urban,24,0,0,0.03,0.03,0,10,0
Executive,16,Medium,Retail,Suburban,32,0,0,0.14,0.06,0,12,0
Director,30,Small,IT,Rural,49,0,0,0.05,0.09,0,10,0
Executive,22,Small,Retail,Suburban,47,0,0,0.17,0.08,0,6,0
Executive,2,Small,Manufacturing,Rural,10,1,0,0.04,0.05,0,26,0
Consultant,20,Small,Finance,Suburban,27,0,0,0.04,0.1,0,12,0
Director,6,Large,IT,Urban,3,0,0,0.09,0.0,0,14,0
Consultant,10,Large,Finance,Rural,3,0,0,0.2,0.01,0,7,0
Director,5,Small,IT,Suburban,13,0,0,0.01,0.08,0,12,0
Director,6,Small,IT,Urban,41,0,0,0.0,0.06,0,4,0
Assistant,8,Large,Finance,Suburban,34,0,0,0.05,0.1,0,0,0
Executive,29,Small,Finance,Suburban,32,0,1,0.16,0.07,0,18,1
Executive,1,Small,Retail,Rural,36,0,0,0.12,0.08,0,21,0
Manager,15,Medium,Healthcare,Urban,4,0,0,0.03,0.07,0,10,0
Director,8,Medium,Retail,Suburban,14,0,0,0.0,0.04,0,5,0
Executive,24,Small,Finance,Rural,47,0,0,0.11,0.07,0,8,1
Consultant,5,Large,Finance,Rural,47,0,0,0.14,0.08,0,24,0
Assistant,28,Large,IT,Rural,10,0,0,0.11,0.01,0,5,0
Director,14,Medium,Finance,Rural,8,0,0,0.06,0.02,0,3,0
Assistant,23,Large,Retail,Urban,46,0,0,0.08,0.02,0,27,0
Director,22,Large,Healthcare,Urban,4,0,0,0.13,0.03,0,9,0
Director,4,Small,Manufacturing,Suburban,20,0,0,0.07,0.09,0,20,0
Assistant,30,Small,Retail,Suburban,13,0,0,0.05,0.01,0,25,0
Executive,3,Large,Healthcare,Suburban,22,0,0,0.13,0.02,0,13,0
Assistant,1,Medium,Finance,Suburban,15,0,0,0.13,0.03,0,5,0
Assistant,16,Medium,Manufacturing,Urban,47,0,0,0.08,0.1,0,19,0
Assistant,22,Large,Manufacturing,Urban,13,0,0,0.1,0.04,0,16,0
Executive,3,Medium,IT,Suburban,44,0,0,0.13,0.02,0,29,0
Assistant,0,Large,Finance,Suburban,23,0,0,0.2,0.02,0,14,0
Consultant,4,Large,Finance,Suburban,8,0,0,0.01,0.09,0,27,0
Consultant,25,Medium,Retail,Urban,49,0,0,0.18,0.07,0,13,0
Consultant,7,Large,Finance,Urban,1,0,1,0.06,0.07,0,6,0
Manager,23,Small,Manufacturing,Urban,37,0,0,0.15,0.05,0,6,0
Assistant,29,Large,Retail,Suburban,41,0,0,0.01,0.06,0,29,0
Executive,25,Medium,Manufacturing,Urban,46,0,0,0.13,0.04,0,29,0
Assistant,13,Large,Retail,Rural,40,0,0,0.15,0.06,0,12,0
Consultant,19,Medium,Finance,Suburban,8,0,0,0.15,0.1,0,7,0
Manager,14,Large,IT,Suburban,36,0,0,0.07,0.05,0,23,0
Consultant,4,Medium,Finance,Rural,46,0,0,0.07,0.05,0,23,0
Executive,15,Medium,Manufacturing,Rural,44,0,0,0.12,0.05,0,6,0
Consultant,14,Small,Finance,Suburban,6,0,0,0.05,0.07,0,7,0
Director,12,Large,Manufacturing,Suburban,38,0,0,0.14,0.1,0,2,0
Executive,10,Large,Healthcare,Suburban,17,0,0,0.12,0.0,0,26,0
Director,3,Large,Finance,Urban,0,1,0,0.14,0.05,0,10,0
Executive,20,Medium,Healthcare,Suburban,26,0,0,0.14,0.06,0,28,0
Director,15,Medium,Manufacturing,Rural,32,0,0,0.05,0.08,0,13,0
Director,21,Large,Retail,Urban,8,0,0,0.18,0.01,0,26,0
Assistant,4,Medium,IT,Rural,46,0,0,0.11,0.07,0,0,0
Manager,14,Large,Retail,Suburban,23,0,0,0.1,0.04,0,11,0
Director,4,Small,IT,Urban,39,1,0,0.17,0.02,0,13,0
Director,26,Small,Finance,Urban,4,0,0,0.14,0.06,0,29,0
Manager,16,Medium,Healthcare,Suburban,41,0,0,0.13,0.05,0,8,0
Assistant,27,Small,IT,Rural,50,0,0,0.13,0.02,0,17,0
Assistant,17,Medium,IT,Suburban,29,1,0,0.13,0.07,0,20,0
Consultant,6,Large,Healthcare,Rural,20,0,0,0.0,0.06,0,12,0
Consultant,18,Small,Retail,Urban,47,0,0,0.03,0.03,0,20,0
Director,5,Small,Retail,Rural,33,0,0,0.07,0.1,0,16,0
Manager,16,Small,Retail,Urban,0,0,0,0.17,0.05,0,23,0
Consultant,29,Medium,Retail,Urban,8,0,0,0.16,0.09,0,4,0
Manager,26,Large,Retail,Rural,9,0,0,0.16,0.03,0,29,0
Consultant,5,Large,Manufacturing,Rural,37,0,0,0.15,0.08,0,11,0
Manager,0,Large,IT,Rural,42,0,0,0.1,0.0,0,15,0
Director,13,Large,Healthcare,Rural,30,0,0,0.0,0.02,0,28,0
Consultant,27,Medium,Retail,Urban,28,0,0,0.04,0.03,0,22,0
Consultant,3,Large,Retail,Urban,11,0,0,0.03,0.02,0,6,0
Manager,3,Small,Retail,Urban,20,0,0,0.06,0.08,0,8,0
Executive,24,Small,Healthcare,Rural,2,0,0,0.06,0.07,0,18,0
Assistant,2,Medium,Healthcare,Urban,11,0,0,0.19,0.08,0,9,0
Director,16,Medium,Healthcare,Urban,22,0,0,0.14,0.07,0,10,0
Director,2,Medium,Healthcare,Suburban,22,0,0,0.13,0.03,0,27,0
Consultant,26,Medium,Retail,Suburban,8,1,0,0.14,0.05,0,6,0
Assistant,7,Small,IT,Suburban,49,0,0,0.14,0.1,0,4,1
Director,27,Large,IT,Urban,39,0,1,0.04,0.02,0,11,1
Manager,21,Large,IT,Rural,41,0,0,0.13,0.0,0,14,0
Consultant,26,Medium,Finance,Urban,10,1,0,0.14,0.1,0,29,0
Assistant,23,Small,Finance,Rural,50,0,0,0.11,0.05,0,0,1
Manager,15,Small,Manufacturing,Urban,25,0,0,0.2,0.01,0,15,0
Consultant,0,Small,Finance,Suburban,34,0,0,0.17,0.09,0,0,0
Assistant,8,Medium,IT,Urban,9,1,0,0.0,0.0,0,17,0
Director,11,Small,Healthcare,Suburban,0,0,0,0.12,0.02,0,1,0
Assistant,4,Medium,Healthcare,Suburban,2,0,0,0.07,0.1,0,6,0
Assistant,25,Small,Retail,Urban,36,0,0,0.03,0.08,0,17,0
Consultant,15,Large,IT,Suburban,9,0,0,0.08,0.06,0,11,0
Executive,23,Medium,Finance,Urban,23,1,0,0.13,0.01,0,20,0
Director,19,Small,Retail,Urban,40,0,0,0.05,0.09,0,10,0
Manager,9,Medium,Manufacturing,Urban,29,0,0,0.0,0.01,0,8,0
Director,29,Medium,Healthcare,Rural,38,0,0,0.01,0.02,0,15,0
Assistant,2,Large,Retail,Rural,44,0,1,0.03,0.07,0,22,1
Executive,16,Medium,Healthcare,Rural,46,0,0,0.07,0.06,0,3,0
Manager,25,Large,Healthcare,Rural,22,0,0,0.18,0.01,0,7,0
Executive,19,Small,Finance,Rural,1,0,0,0.03,0.05,0,7,0
Director,5,Large,Retail,Urban,8,0,0,0.03,0.08,0,30,0
Director,8,Small,Healthcare,Suburban,0,0,0,0.08,0.04,0,23,0
Director,8,Small,Manufacturing,Rural,28,0,0,0.09,0.1,0,3,0
Executive,12,Small,IT,Suburban,15,0,0,0.14,0.03,0,26,0
Assistant,8,Medium,Finance,Suburban,33,0,0,0.14,0.02,0,21,0
Manager,12,Large,Finance,Urban,25,1,0,0.06,0.02,0,5,0
Consultant,19,Medium,Healthcare,Suburban,19,0,0,0.08,0.06,0,24,0
Executive,8,Medium,Finance,Suburban,44,0,0,0.11,0.08,0,30,0
Executive,9,Small,Healthcare,Urban,0,0,0,0.17,0.06,0,22,0
Assistant,9,Small,IT,Urban,1,0,0,0.13,0.09,0,30,0
Consultant,7,Small,IT,Suburban,10,0,0,0.12,0.06,0,17,0
Executive,1,Large,IT,Urban,24,0,0,0.16,0.09,0,0,0
Executive,10,Large,Finance,Suburban,12,0,0,0.2,0.07,0,11,0
Consultant,25,Medium,Healthcare,Urban,48,1,0,0.12,0.04,0,24,0
Manager,14,Small,Retail,Urban,12,1,0,0.1,0.02,0,11,0
Assistant,7,Medium,Manufacturing,Urban,30,1,0,0.01,0.09,0,1,1
Manager,21,Medium,Healthcare,Suburban,3,0,0,0.01,0.09,0,15,0
Consultant,11,Large,IT,Urban,16,0,0,0.12,0.04,0,15,0
Assistant,29,Large,Retail,Suburban,35,0,0,0.0,0.05,0,22,0
Executive,17,Medium,IT,Suburban,34,0,0,0.13,0.09,1,3,1
Consultant,8,Medium,Retail,Urban,12,0,0,0.19,0.05,0,2,0
Assistant,18,Small,IT,Suburban,44,0,0,0.07,0.0,0,8,0
Executive,23,Small,Retail,Urban,10,0,0,0.01,0.02,0,3,0
